ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1,
500000505,Moonveil - [Ash of War] Transient Moonlight - No FP - Bullet,0,505,1,1,[0|0],2955,0,0,0,1,0,[0|0]
500000506,Moonveil - [Ash of War] Transient Moonlight - No FP - Slash,0,506,1,0,[0|0],303400106,0,30,0,12,0,[0|0]
500000550,Magma Whip Candlestick - [Ash of War] Sea of Magma - FP - Spin #1,0,550,1,0,[0|0],302003900,0,15,0,12,0,[0|0]
500000551,Magma Whip Candlestick - [Ash of War] Sea of Magma - FP - Spin #2,0,551,1,0,[0|0],302003901,0,15,0,12,0,[0|0]
500000552,Magma Whip Candlestick - [Ash of War] Sea of Magma - FP - Followup #1 - Spin #1,0,552,1,0,[0|0],302003902,0,15,0,12,0,[0|0]
500000553,Magma Whip Candlestick - [Ash of War] Sea of Magma - FP - Followup #1 - Spin #2,0,553,1,0,[0|0],302003903,0,15,0,12,0,[0|0]
500000554,Magma Whip Candlestick - [Ash of War] Sea of Magma - FP - Followup #2 - Spin,0,554,1,0,[0|0],302003904,0,20,0,12,0,[0|0]
500000555,Magma Whip Candlestick - [Ash of War] Sea of Magma - FP - Bullet,0,555,1,1,[0|0],2705,0,0,0,12,0,[0|0]
500000556,Magma Whip Candlestick - [Ash of War] Sea of Magma,0,556,1,1,[0|0],2706,0,0,0,12,0,[0|0]
500000560,Magma Whip Candlestick - [Ash of War] Sea of Magma - No FP - Spin #1,0,560,1,0,[0|0],302003910,0,15,0,12,0,[0|0]
500000561,Magma Whip Candlestick - [Ash of War] Sea of Magma - No FP - Spin #2,0,561,1,0,[0|0],302003911,0,15,0,12,0,[0|0]
500000562,Magma Whip Candlestick - [Ash of War] Sea of Magma - No FP - Followup #1 - Spin #1,0,562,1,0,[0|0],302003912,0,15,0,12,0,[0|0]
500000563,Magma Whip Candlestick - [Ash of War] Sea of Magma - No FP - Followup #1 - Spin #2,0,563,1,0,[0|0],302003913,0,15,0,12,0,[0|0]
500000564,Magma Whip Candlestick - [Ash of War] Sea of Magma - No FP - Followup #2 - Spin,0,564,1,0,[0|0],302003914,0,20,0,12,0,[0|0]
500000600,Mohgwyn's Sacred Spear,0,600,1,0,[0|0],301711900,0,0,0,12,0,[0|0]
500000605,Mohgwyn's Sacred Spear -,0,605,1,1,[0|0],2335,0,25,0,12,0,[0|0]
500000606,Mohgwyn's Sacred Spear,0,606,1,1,[0|0],2336,0,0,0,12,0,[0|0]
500000610,Mohgwyn's Sacred Spear,0,610,1,0,[0|0],301711910,0,0,0,12,0,[0|0]
500000615,Mohgwyn's Sacred Spear -,0,615,1,1,[0|0],2337,0,25,0,12,0,[0|0]
500000616,Mohgwyn's Sacred Spear,0,616,1,1,[0|0],2338,0,0,0,12,0,[0|0]
500000620,Mohgwyn's Sacred Spear,0,620,1,0,[0|0],301711920,0,0,0,12,0,[0|0]
500000625,Mohgwyn's Sacred Spear -,0,625,1,1,[0|0],2339,0,25,0,12,0,[0|0]
500000626,Mohgwyn's Sacred Spear,0,626,1,1,[0|0],2340,0,0,0,12,0,[0|0]
500000635,Mohgwyn's Sacred Spear -,0,635,1,0,[0|0],301711935,0,25,0,12,0,[0|0]
500000640,Mohgwyn's Sacred Spear -,0,640,1,0,[0|0],301711940,0,25,0,12,0,[0|0]
500000645,Mohgwyn's Sacred Spear -,0,645,1,0,[0|0],301711945,0,25,0,12,0,[0|0]
500000650,Envoy's Long Horn - [Ash of War] Bubble Shower - FP - Bullet,0,650,1,1,[0|0],2690,0,10,0,12,0,[0|0]
500000651,Envoy's Long Horn - [Ash of War] Bubble Shower,0,651,1,1,[0|0],2691,0,0,0,12,0,[0|0]
500000652,Envoy's Long Horn - [Ash of War] Bubble Shower,0,652,1,1,[0|0],2692,0,0,0,12,0,[0|0]
500000700,Morgott's Cursed Sword,0,700,1,0,[0|0],300810900,0,0,0,12,0,[0|0]
500000705,Morgott's Cursed Sword,0,705,1,0,[0|0],300810905,0,15,0,12,0,[0|0]
500000706,Morgott's Cursed Sword,0,706,1,0,[0|0],300810906,0,15,0,12,0,[0|0]
500000707,Morgott's Cursed Sword,0,707,1,1,[0|0],2135,0,0,0,1,0,[0|0]
500000708,Morgott's Cursed Sword,0,708,1,1,[0|0],2136,0,0,0,1,0,[0|0]
500000710,Morgott's Cursed Sword,0,710,1,0,[0|0],300810910,0,15,0,12,0,[0|0]
500000711,Morgott's Cursed Sword,0,711,1,0,[0|0],300810911,0,15,0,12,0,[0|0]
500000750,Envoy's Horn - [Ash of War] Oracular Bubble - FP - Bullet,0,750,1,1,[0|0],2035,0,10,0,12,0,[0|0]
500000751,Envoy's Horn - [Ash of War] Oracular Bubble,0,751,1,1,[0|0],2036,0,0,0,12,0,[0|0]
500000800,Eclipse Shotel - [Ash of War] Death Flare - FP - Bullet,0,800,1,1,[0|0],2145,0,30,0,12,0,[0|0]
500000801,Eclipse Shotel - [Ash of War] Death Flare,0,801,1,1,[0|0],2146,0,0,0,12,0,[0|0]
500000805,Eclipse Shotel - [Ash of War] Death Flare - No FP - Attack,0,805,1,0,[0|0],300710905,0,30,0,12,0,[0|0]
500000850,Reduvia - [Ash of War] Reduvia Blood Blade,0,850,1,0,[0|0],300104900,0,0,0,12,0,[0|0]
500000851,Reduvia - [Ash of War] Reduvia Blood Blade - FP - Bullet,0,851,1,1,[0|0],2715,0,20,0,12,0,[0|0]
500000852,Reduvia - [Ash of War] Reduvia Blood Blade - No FP - Hit,0,852,1,0,[0|0],300104902,0,20,0,12,0,[0|0]
500000855,Reduvia - [Ash of War] Reduvia Blood Blade,0,855,1,0,[0|0],300104905,0,0,0,12,0,[0|0]
500000856,Reduvia - [Ash of War] Reduvia Blood Blade - FP - Followup #1 - Bullet,0,856,1,1,[0|0],2716,0,20,0,12,0,[0|0]
500000857,Reduvia - [Ash of War] Reduvia Blood Blade - No FP - Followup #1 - Hit,0,857,1,0,[0|0],300104907,0,20,0,12,0,[0|0]
500000860,Reduvia - [Ash of War] Reduvia Blood Blade,0,860,1,0,[0|0],300104910,0,0,0,12,0,[0|0]
500000861,Reduvia - [Ash of War] Reduvia Blood Blade - FP - Followup #2 - Bullet,0,861,1,1,[0|0],2717,0,20,0,12,0,[0|0]
500000862,Reduvia - [Ash of War] Reduvia Blood Blade - No FP - Followup #2 - Hit,0,862,1,0,[0|0],300104912,0,20,0,12,0,[0|0]
500000900,Bloody Helice - [Ash of War] Dynast's Finesse - FP,0,900,1,0,[0|0],300602900,0,15,0,12,0,[0|0]
500000901,Bloody Helice - [Ash of War] Dynast's Finesse - FP - Thrust,0,901,1,0,[0|0],300602901,0,25,0,12,0,[0|0]
500000902,Bloody Helice - [Ash of War] Dynast's Finesse - FP - Thrust,0,902,1,0,[0|0],300602902,0,10,0,12,0,[0|0]
500000903,Bloody Helice - [Ash of War] Dynast's Finesse - FP - Slash,0,903,1,0,[0|0],300602903,0,20,0,12,0,[0|0]
500000905,Bloody Helice - [Ash of War] Dynast's Finesse - No FP,0,905,1,0,[0|0],300602905,0,15,0,12,0,[0|0]
500000906,Bloody Helice - [Ash of War] Dynast's Finesse - No FP - Thrust,0,906,1,0,[0|0],300602906,0,25,0,12,0,[0|0]
500000907,Bloody Helice - [Ash of War] Dynast's Finesse - No FP - Thrust,0,907,1,0,[0|0],300602907,0,10,0,12,0,[0|0]
500000908,Bloody Helice - [Ash of War] Dynast's Finesse - No FP - Slash,0,908,1,0,[0|0],300602908,0,20,0,12,0,[0|0]
600000100,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade - FP - Followup - Hit #1,0,100,1,0,[0|0],300208920,0,0,0,12,0,[0|0]
600000101,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade - FP - Followup - Hit #2,0,101,1,0,[0|0],300208921,0,10,0,12,0,[0|0]
600000102,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade,0,102,1,0,[0|0],300208922,0,0,0,12,0,[0|0]
600000103,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade - FP - Followup - Hit #3,0,103,1,0,[0|0],300208923,0,10,0,12,0,[0|0]
600000105,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade - FP - Hit #1,0,105,1,0,[0|0],300208924,0,0,0,12,0,[0|0]
600000106,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade - FP - Hit #2,0,106,1,0,[0|0],300208925,0,12,0,12,0,[0|0]
600000107,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade,0,107,1,0,[0|0],300208926,0,0,0,12,0,[0|0]
600000108,Regalia of Eochaid - [Ash of War] Eochaid's Dancing Blade - FP - Hit #3,0,108,1,0,[0|0],300208927,0,12,0,12,0,[0|0]
600000150,Coil Shield - [Ash of War] Viper Bite - FP - Hit,0,150,1,0,[0|0],303020900,0,10,0,12,0,[0|0]
600000151,Coil Shield - [Ash of War] Viper Bite - No FP - Hit,0,151,1,0,[0|0],303020901,0,10,0,12,0,[0|0]
600000200,Giant's Red Braid,0,200,1,0,[0|0],302006900,0,20,0,12,0,[0|0]
600000201,Giant's Red Braid,0,201,1,0,[0|0],302006901,0,10,0,12,0,[0|0]
600000202,Giant's Red Braid,0,202,1,0,[0|0],302006902,0,10,0,12,0,[0|0]
600000203,Giant's Red Braid,0,203,1,0,[0|0],302006903,0,10,0,12,0,[0|0]
600000204,Giant's Red Braid,0,204,1,0,[0|0],302006904,0,20,0,12,0,[0|0]
600000210,Giant's Red Braid,0,210,1,0,[0|0],302006910,0,20,0,12,0,[0|0]
600000211,Giant's Red Braid,0,211,1,0,[0|0],302006911,0,10,0,12,0,[0|0]
600000212,Giant's Red Braid,0,212,1,0,[0|0],302006912,0,10,0,12,0,[0|0]
600000213,Giant's Red Braid,0,213,1,0,[0|0],302006913,0,10,0,12,0,[0|0]
600000214,Giant's Red Braid,0,214,1,0,[0|0],302006914,0,20,0,12,0,[0|0]
600000250,Visage Shield - [Ash of War] Tongues of Fire - FP - Bullet,0,250,1,1,[0|0],2685,0,20,0,12,0,[0|0]
600000251,Visage Shield - [Ash of War] Tongues of Fire,0,251,1,1,[0|0],2686,0,0,0,12,0,[0|0]
600000252,Visage Shield - [Ash of War] Tongues of Fire,0,252,1,1,[0|0],2687,0,0,0,12,0,[0|0]
600000300,Dragonscale Blade,0,300,1,0,[0|0],300900100,0,15,0,12,0,[0|0]
600000301,Dragonscale Blade,0,301,1,1,[0|0],2730,0,0,0,12,0,[0|0]
600000302,Dragonscale Blade,0,302,1,0,[0|0],300900113,0,25,0,12,0,[0|0]
600000303,,0,303,1,0,[0|0],300900114,0,10,0,12,0,[0|0]
600000350,One-Eyed Shield - [Ash of War] Flame Spit - FP - Bullet,0,350,1,1,[0|0],2680,0,100,0,12,0,[0|0]
600000351,One-Eyed Shield - [Ash of War] Flame Spit,0,351,1,1,[0|0],2681,0,0,0,12,0,[0|0]
600000400,Scepter of the All-Knowing - [Ash of War] Knowledge Above All - FP,0,400,1,1,[0|0],2114,0,30,0,1,0,[0|0]
600000450,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - FP - Hit,0,450,1,0,[0|0],301217900,0,0,0,12,0,[0|0]
600000451,Cranial Vessel Candlestand - [Ash of War] Surge of Faith,0,451,1,0,[0|0],301217901,0,0,0,12,0,[0|0]
600000452,Cranial Vessel Candlestand - [Ash of War] Surge of Faith,0,452,1,0,[0|0],301217902,0,0,0,12,0,[0|0]
600000455,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - FP - Followup - Bullet,0,455,1,1,[0|0],2370,0,45,0,12,0,[0|0]
600000460,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - FP - Bullet #1,0,460,1,1,[0|0],2371,0,0,0,12,0,[0|0]
600000461,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - FP - Bullet #2,0,461,1,1,[0|0],2372,0,0,0,12,0,[0|0]
600000462,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - FP - Bullet #3,0,462,1,1,[0|0],2373,0,0,0,12,0,[0|0]
600000463,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - FP - Bullet #4,0,463,1,1,[0|0],2374,0,0,0,12,0,[0|0]
600000464,Cranial Vessel Candlestand - [Ash of War] Surge of Faith,0,464,1,1,[0|0],2375,0,0,0,12,0,[0|0]
600000470,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - No FP - Hit #1,0,470,1,0,[0|0],301217920,0,0,0,12,0,[0|0]
600000471,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - No FP - Hit #2,0,471,1,0,[0|0],301217921,0,45,0,12,0,[0|0]
600000472,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - No FP - Hit #3,0,472,1,0,[0|0],301217922,0,0,0,12,0,[0|0]
600000475,Cranial Vessel Candlestand - [Ash of War] Surge of Faith,0,475,1,0,[0|0],301217925,0,0,0,12,0,[0|0]
600000480,Cranial Vessel Candlestand - [Ash of War] Surge of Faith - No FP - Followup - Hit,0,480,1,0,[0|0],301217930,0,45,0,12,0,[0|0]
600000500,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - FP - Slam,0,500,1,0,[0|0],300729000,0,38,0,12,0,[0|0]
600000501,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - FP - Bullet #1,0,501,1,1,[0|0],2860,0,0,0,1,0,[0|0]
600000502,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - FP - Bullet #2,0,502,1,1,[0|0],2862,0,0,0,1,0,[0|0]
600000503,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - FP - Followup #1,0,503,1,0,[0|0],300729003,0,15,0,12,0,[0|0]
600000504,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - FP - Followup #2,0,504,1,0,[0|0],300729004,0,12,0,12,0,[0|0]
600000505,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - No FP - Slam,0,505,1,0,[0|0],300729005,0,40,0,12,0,[0|0]
600000506,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - No FP - Followup #1,0,506,1,0,[0|0],300729006,0,20,0,12,0,[0|0]
600000507,Magma Wyrm's Scalesword - [Ash of War] Magma Guillotine - No FP - Followup #2,0,507,1,0,[0|0],300729007,0,20,0,12,0,[0|0]
600000550,Erdtree Greatshield - [Ash of War] Golden Retaliation - FP - Bullet #1,0,550,1,1,[0|0],2840,0,10,0,12,0,[0|0]
600000551,Erdtree Greatshield - [Ash of War] Golden Retaliation,0,551,1,1,[0|0],2841,0,0,0,12,0,[0|0]
600000555,Erdtree Greatshield - [Ash of War] Golden Retaliation - FP - Bullet #2,0,555,1,1,[0|0],2842,0,0,0,12,0,[0|0]
600000556,Erdtree Greatshield - [Ash of War] Golden Retaliation,0,556,1,1,[0|0],2843,0,0,0,12,0,[0|0]
600000600,Bastard's Stars - [Ash of War] Nebula - FP - Bullet,0,600,1,0,[0|0],303400900,0,25,0,12,0,[0|0]
600000601,Bastard's Stars - [Ash of War] Nebula,0,601,1,1,[0|0],2360,0,0,0,1,0,[0|0]
600000605,Bastard's Stars - [Ash of War] Nebula - No FP - Attack,0,605,1,0,[0|0],303400905,0,25,0,12,0,[0|0]
600000700,Sword of Milos - [Ash of War] Shriek of Milos,0,700,1,0,[0|0],303400400,0,20,0,12,0,[0|0]
600000701,Sword of Milos - [Ash of War] Shriek of Milos,0,701,1,0,[0|0],303400401,0,40,0,12,0,[0|0]
600000705,Sword of Milos - [Ash of War] Shriek of Milos - FP - Bullet,0,705,1,1,[0|0],2960,0,0,0,1,0,[0|0]
600000800,Siluria's Tree - [Ash of War] Siluria's Tree - FP - Hit,0,800,1,0,[0|0],301702900,0,40,0,12,0,[0|0]
600000805,Siluria's Tree - [Ash of War] Siluria's Tree,0,805,1,1,[0|0],2380,0,0,0,12,0,[0|0]
600000810,Siluria's Tree - [Ash of War] Siluria's Tree - FP - Bullet,0,810,1,1,[0|0],2381,0,0,0,12,0,[0|0]
600000815,Siluria's Tree - [Ash of War] Siluria's Tree - FP - Followup - Hit,0,815,1,0,[0|0],301702915,0,40,0,12,0,[0|0]
600000820,Siluria's Tree - [Ash of War] Siluria's Tree - FP - Followup - Bullet,0,820,1,1,[0|0],2382,0,0,0,12,0,[0|0]
600000825,Siluria's Tree - [Ash of War] Siluria's Tree - No FP - Hit,0,825,1,0,[0|0],301702925,0,40,0,12,0,[0|0]
600000830,Siluria's Tree - [Ash of War] Siluria's Tree - No FP - Followup - Hit,0,830,1,0,[0|0],301702930,0,40,0,12,0,[0|0]
600000901,Sacred Relic Sword,0,901,1,0,[0|0],300310901,0,70,0,12,0,[0|0]
600000905,Sacred Relic Sword,0,905,1,1,[0|0],4000,0,70,0,12,0,[0|0]
700000100,Hand of Malenia,0,100,1,0,[0|0],300900200,0,0,0,12,0,[0|0]
700000101,Hand of Malenia,0,101,1,0,[0|0],300900205,0,13,0,12,0,[0|0]
700000102,Hand of Malenia,0,102,1,0,[0|0],300900206,0,13,0,12,0,[0|0]
700000103,Hand of Malenia,0,103,1,0,[0|0],300900207,0,13,0,12,0,[0|0]
700000104,Hand of Malenia,0,104,1,0,[0|0],300900208,0,13,0,12,0,[0|0]
700000105,Hand of Malenia,0,105,1,0,[0|0],300900209,0,13,0,12,0,[0|0]
700000106,Hand of Malenia,0,106,1,0,[0|0],300900210,0,13,0,12,0,[0|0]
700000107,Hand of Malenia,0,107,1,0,[0|0],300900211,0,13,0,12,0,[0|0]
700000108,Hand of Malenia,0,108,1,0,[0|0],300900212,0,13,0,12,0,[0|0]
700000109,Hand of Malenia,0,109,1,0,[0|0],300900213,0,16,0,12,0,[0|0]
700000110,Hand of Malenia,0,110,1,0,[0|0],300900214,0,13,0,12,0,[0|0]
700000111,Hand of Malenia,0,111,1,0,[0|0],300900215,0,13,0,12,0,[0|0]
700000112,Hand of Malenia,0,112,1,0,[0|0],300900216,0,13,0,12,0,[0|0]
700000113,Hand of Malenia,0,113,1,0,[0|0],300900217,0,13,0,12,0,[0|0]
700000114,Hand of Malenia,0,114,1,0,[0|0],300900218,0,13,0,12,0,[0|0]
700000115,Hand of Malenia,0,115,1,0,[0|0],300900219,0,13,0,12,0,[0|0]
700000116,Hand of Malenia,0,116,1,0,[0|0],300900220,0,13,0,12,0,[0|0]
700000117,Hand of Malenia,0,117,1,0,[0|0],300900221,0,13,0,12,0,[0|0]
700000118,Hand of Malenia,0,118,1,0,[0|0],300900222,0,16,0,12,0,[0|0]
700000120,Hand of Malenia,0,120,1,0,[0|0],300900201,0,0,0,12,0,[0|0]
700000200,Vyke's War Spear,0,200,1,0,[0|0],301705900,0,40,0,12,0,[0|0]
700000201,Vyke's War Spear,0,201,1,1,[0|0],2745,0,0,0,12,0,[0|0]
700000202,Vyke's War Spear,0,202,1,1,[0|0],2746,0,0,0,12,0,[0|0]
700000205,Vyke's War Spear,0,205,1,1,[0|0],2747,0,0,0,12,0,[0|0]
700000206,Vyke's War Spear,0,206,1,1,[0|0],2748,0,0,0,12,0,[0|0]
700000207,Vyke's War Spear,0,207,1,1,[0|0],2749,0,0,0,12,0,[0|0]
700000220,Vyke's War Spear,0,220,1,0,[0|0],301705920,0,0,0,12,0,[0|0]
700000225,Vyke's War Spear,0,225,1,0,[0|0],301705925,0,40,0,12,0,[0|0]
700000300,Ordovis's Greatsword - [Ash of War] Ordovis's Vortex - FP - Hit,0,300,1,0,[0|0],300306900,0,50,0,12,0,[0|0]
700000305,Ordovis's Greatsword - [Ash of War] Ordovis's Vortex - FP - Bullet,0,305,1,1,[0|0],2780,0,0,0,12,0,[0|0]
700000306,Ordovis's Greatsword,0,306,1,1,[0|0],2781,0,0,0,12,0,[0|0]
700000307,Ordovis's Greatsword,0,307,1,1,[0|0],2782,0,0,0,12,0,[0|0]
700000310,Ordovis's Greatsword - [Ash of War] Ordovis's Vortex - No FP - Hit,0,310,1,0,[0|0],300306910,0,35,0,12,0,[0|0]
700000315,Ordovis's Greatsword - [Ash of War] Ordovis's Vortex - No FP - Bullet,0,315,1,1,[0|0],2783,0,0,0,12,0,[0|0]
700000320,Ordovis's Greatsword - [Ash of War] Ordovis's Vortex - FP - Followup - Hit,0,320,1,0,[0|0],300306920,0,50,0,12,0,[0|0]
700000325,Ordovis's Greatsword - [Ash of War] Ordovis's Vortex - No FP - Followup - Hit,0,325,1,0,[0|0],300306925,0,35,0,12,0,[0|0]
700000400,Rivers of Blood - [Ash of War] Corpse Piler - FP - Slash #1,0,400,1,0,[0|0],303400300,0,14,0,12,0,[0|0]
700000401,Rivers of Blood - [Ash of War] Corpse Piler - FP - Slash #2,0,401,1,0,[0|0],303400301,0,14,0,12,0,[0|0]
700000402,Rivers of Blood - [Ash of War] Corpse Piler - FP - Followup - Slash #1,0,402,1,0,[0|0],303400302,0,14,0,12,0,[0|0]
700000403,Rivers of Blood - [Ash of War] Corpse Piler - FP - Followup - Slash #2,0,403,1,0,[0|0],303400303,0,14,0,12,0,[0|0]
700000404,Rivers of Blood - [Ash of War] Corpse Piler - FP - Followup - Slash #3,0,404,1,0,[0|0],303400304,0,14,0,12,0,[0|0]
700000405,Rivers of Blood - [Ash of War] Corpse Piler - FP - Final Slash,0,405,1,0,[0|0],303400305,0,20,0,12,0,[0|0]
700000410,Rivers of Blood - [Ash of War] Corpse Piler - No FP - Slash #1,0,410,1,0,[0|0],303400310,0,14,0,12,0,[0|0]
700000411,Rivers of Blood - [Ash of War] Corpse Piler - No FP - Slash #2,0,411,1,0,[0|0],303400311,0,14,0,12,0,[0|0]
