ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2,
32531,Erdtree Slam,85033,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32532,Sorcery of the Crozier,85034,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32533,Great-Serpent Hunt,85035,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32534,Sacred Phalanx,85036,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32535,Thunderstorm,85037,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32536,Rosus's Summons,85038,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32537,Familial Rancor,85039,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32538,Devourer of Worlds,85040,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32539,Magma Shower,85042,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32541,Zamor Ice Storm,85044,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32542,Corpse Wax Cutter,85045,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32543,Unblockable Blade,85046,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32544,Last Rites,85047,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32545,Golden Tempering,85048,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32546,Miquella's Ring of Light,85049,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32547,Ancient Lightning Spear ,85050,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32548,Ghostflame Ignition,85051,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32549,Claw Flick,85052,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32550,Regal Beastclaw,85053,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32551,Oath of Vengeance,85054,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32552,Onyx Lord's Repulsion,85055,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32553,Alabaster Lord's Pull,85056,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32554,Spinning Wheel,85057,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32555,Blade of Gold,85058,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32556,Blade of Death,85059,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32557,Flowing Form (Hammer),85060,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32559,Wave of Destruction,85062,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32560,Starcaller Cry,85063,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32561,Regal Roar,85064,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32562,I Command Thee- Kneel!,85065,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32563,Gold Breaker,85066,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32564,Wolf's Assault,85067,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32565,Spearcall Ritual,85068,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32566,Mists of Slumber,85069,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32567,Establish Order,85070,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32568,Glintstone Dart,85071,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32569,Firebreather,85072,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32570,Soul Stifler,85073,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32571,Bear Witness!,85074,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32572,Rallying Standard,85075,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32573,Moonlight Greatsword,85076,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32574,Sea of Magma,85077,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32575,Bubble Shower,85078,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32576,Oracular Bubble,85079,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32577,Reduvia Blood Blade,85080,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32578,Surge of Faith,85086,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32581,Contagious Fury,85081,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
32583,Golden Retaliation,85082,0,-1,0,0,-1,0,4,0,0,1,1,1,-1,-1,-1,-1,[0|0]
